Dootrip,Departure,Capacity,In transit,Transported,Status,Load,Origin,Destination,Arrival,Dootrippers,Additional info
Dootrip #000000123 - from Ottobrunn (Germany) to Kalanki Lagankhel (Nepal),2016-03-13T18:00:00,3,0,3,Completed,Full,Germany,Nepal,2016-03-14T05:30:00, Rhein-Ruhr-Hub,K. und  und St. Lichtenberger
Dootrip #000000124 - from München (Germany) to Kalanki Lagankhel (Nepal),2016-03-23T18:00:00,4,0,4,Completed,Full,Germany,Nepal,2016-03-24T15:00:00, Rhein-Ruhr-Hub,D. und R. Schroeter
Dootrip #000000125 - from Wien (Austria) to Lima (Peru),2016-02-28T21:30:00,1,0,1,Completed,Full,Austria,Peru,2016-04-11T21:30:00, Frank,"Uebergabe von 1 laptop nach Peru Zielort Lima, Transport durch Frau Gertrude Eigelsreiter"
Dootrip #000000126 - from Köln (Germany) to Pang Na (Cambodia),2016-04-04T14:00:00,15,0,15,Completed,Full,Germany,Cambodia,2016-04-05T20:00:00,Rhein-Ruhr-Hub Pete50,Reisegruppe Uni Köln / Enactus
Dootrip #000000127 - from Walldorf (Germany) to Chipoka (Malawi),2016-05-02T13:45:00,5,0,5,Completed,Full,Germany,Malawi,2016-05-03T13:45:00, Rhein-Ruhr-Hub,H. Wegener
Dootrip #000000129 - from Basel (Switzerland) to Manila (Philippines),2016-03-01T18:30:00,1,0,2,Completed,Full,Switzerland,Philippines,2016-03-31T16:30:00, Frank,Uebergabe von 1 Laptop Manila Phillipinen durch Ilana Corpataux
Dootrip #000000128 - from Düsseldorf (Germany) to Umoja Women Cultural Village (Kenya),2016-05-01T10:30:00,3,0,3,Completed,Full,Germany,Kenya,2016-05-02T03:00:00, Rhein-Ruhr-Hub,Freundeskreis Umoja - Friends of Umoja e.V.
Dootrip #000000130 - from Mülheim an der Ruhr (Germany) to Makambako (Tanzania),2016-04-04T12:30:00,4,0,3,Completed,Not full,Germany,Tanzania,2016-04-11T12:30:00, Rhein-Ruhr-Hub,2 Personen via hr. Wiebringhaus
Dootrip #000000131 - from Essen (Germany) to Makambako (Tanzania),2016-06-06T18:00:00,4,0,4,Completed,Full,Germany,Tanzania,2016-06-08T15:00:00, Rhein-Ruhr-Hub,2 Personen via Hr. Wiebringhaus (Weihbischof von Essen)
Dootrip #000000115 - from Barcelona (Spain) to Gambia (Gambia),2016-03-19T03:00:00,10,0,10,Completed,Full,Spain,Gambia,2016-04-03T00:00:00, Bilale Keita,Han viatjat amb cotxe
Dootrip #000000132 - from New York City (United States) to Vancouver (United States),2016-03-15T18:00:00,4,0,4,Completed,Full,United States,United States,2016-03-23T17:00:00, janicew,Malee K
Dootrip #000000133 - from Vancouver (United States) to Gujranwala (Pakistan),2016-03-25T12:00:00,4,0,4,Completed,Full,United States,Pakistan,2016-03-26T22:00:00, janicew,Malee K
Dootrip #000000134 - from München (Germany) to Kalanki Lagankhel (Nepal),2016-03-28T18:00:00,2,0,2,Completed,Full,Germany,Nepal,2016-03-29T15:00:00, Rhein-Ruhr-Hub,A. Schroeter
Dootrip #000000135 - from München (Germany) to Kalanki Lagankhel (Nepal),2016-04-02T18:00:00,2,0,2,Completed,Full,Germany,Nepal,2016-04-03T15:00:00, Rhein-Ruhr-Hub,F. Bär
Dootrip #000000136 - from New York (United States) to Kampala (Uganda),2016-04-05T13:45:00,4,0,4,Completed,Full,United States,Uganda,2016-04-06T13:45:00,k8paik,Anna Myers and Shahd Ossman will be the Dootrippers for these laptops
Dootrip #000000137 - from Germany to Johannesburg (South Africa),2016-04-02T15:00:00,2,0,2,Completed,Full,Germany,South Africa,2016-04-03T14:00:00, stecken,
Dootrip #000000138 - from Solingen (Germany) to Nairobi (Kenya),2016-04-14T12:45:00,40,0,34,Completed,Not full,Germany,Kenya,2016-10-15T12:45:00, Rhein-Ruhr-Hub,Conatinerversand (ca. alle 6-8 Wochen)
Dootrip #000000140 - from Afferde (Germany) to Dar es Salaam (Tanzania),2016-04-08T18:00:00,1,0,1,Completed,Full,Germany,Tanzania,2016-04-09T18:00:00, Rhein-Ruhr-Hub,G. Wehange (via A. Woitschützke)
Dootrip #000000141 - from Korschenbroich (Germany) to Usakos (Namibia),2016-05-31T18:00:00,19,0,20,Completed,Full,Germany,Namibia,2016-11-30T15:00:00, Rhein-Ruhr-Hub,Hr. Rothausen (Container)
Dootrip #000000142 - from Wustermark (Germany) to Freetown (Sierra Leone),2016-04-30T14:00:00,4,0,4,Completed,Full,Germany,Sierra Leone,2016-05-08T14:00:00, Rhein-Ruhr-Hub,via Hr. M. Dichristin (EBM)
Dootrip #000000143 - from Köln (Germany) to Kagbélén (Guinea),2016-04-19T15:15:00,2,0,2,Completed,Full,Germany,Guinea,2016-04-20T15:15:00, Rhein-Ruhr-Hub,"Herrn Touré, Hilfe für Guine e.V."
Dootrip #000000144 - from Wien (Austria) to Thies (Senegal),2016-04-15T16:00:00,2,0,2,Completed,Full,Austria,Senegal,2016-04-16T16:00:00, Frank,"Send by post to vienna, transported by Annamaria Bokor to Thies - Senegal"
Dootrip #000000145 - from Obernburg (Germany) to Kitale (Kenya),2016-10-31T17:45:00,5,0,5,Completed,Full,Germany,Kenya,2017-01-31T17:45:00, Rhein-Ruhr-Hub,Helfer Victor via Werner Lebert
Dootrip #000000146 - from Mülheim an der Ruhr (Germany) to Bangkok (Thailand),2016-05-25T14:30:00,2,0,2,Completed,Full,Germany,Thailand,2016-05-27T14:30:00, Rhein-Ruhr-Hub,W. Schmidt
Dootrip #000000147 - from Barcelona (Spain) to New York (United States),2016-04-23T13:45:00,2,0,2,Completed,Full,Spain,United States,2016-04-23T16:45:00, jordi laia,
Dootrip #000000148 - from Bonn (Germany) to Accra (Ghana),2016-05-23T19:30:00,5,0,5,Completed,Full,Germany,Ghana,2016-10-31T19:30:00, Rhein-Ruhr-Hub,M. A. Boakye c/o R. Tetteh
Dootrip #000000149 - from Düsseldorf (Germany) to Dar es Salaam (Tanzania),2016-05-10T18:45:00,1,0,1,Completed,Full,Germany,Tanzania,2016-05-11T18:45:00, Rhein-Ruhr-Hub,Flugpatin via Hr. Woitschützke
Dootrip #000000150 - from Brattleboro (United States) to Ganzi TIBET (China),2016-06-05T15:30:00,30,0,0,Completed,Not full,United States,China,2016-06-06T15:30:00, Jampa,
Dootrip #000000151 - from Berlin (Germany) to Ouagadougou (Burkina Faso),2016-05-09T21:00:00,3,0,3,Completed,Full,Germany,Burkina Faso,2016-05-10T21:00:00, tichy ouagalab,OuagaLab.org
Dootrip #000000152 - from New York (United States) to Kampala (Uganda),2016-05-07T02:15:00,2,0,2,Completed,Full,United States,Uganda,2016-05-08T02:15:00,k8paik,
Dootrip #000000153 - from Salzburg (Austria) to Nairobi (Kenya),2016-06-10T19:15:00,20,0,0,Completed,Not full,Austria,Kenya,2016-07-11T19:15:00, AMREF Austria,good luck
Dootrip #000000154 - from Bottrop (Germany) to Jajce (Bosnia and Herzegovina),2016-07-07T04:45:00,20,0,20,Completed,Full,Germany,Bosnia and Herzegovina,2016-07-09T04:45:00, Rhein-Ruhr-Hub,S. Möhle (Pkw)
Dootrip #000000155 - from Friedberg (Germany) to Siraha (Nepal),2016-05-25T06:15:00,4,0,4,Completed,Full,Germany,Nepal,2016-05-26T06:15:00, Rhein-Ruhr-Hub,Sh. Adhikari
Dootrip #000000156 - from Hamburg oder Bonn (Germany) to St. Louis (Senegal),2016-07-02T06:15:00,2,0,2,Completed,Full,Germany,Senegal,2016-07-03T06:15:00, Rhein-Ruhr-Hub,2 Flugpaten aus dem Senegal via Fr. Kiesekamp (HH)
Dootrip #000000157 - from Hainburg (Germany) to Dalakana (Mali),2016-08-31T12:45:00,41,0,41,Completed,Full,Germany,Mali,2017-03-31T12:45:00, Rhein-Ruhr-Hub,Solarcontainer Mobile Solarkraftwerke
Dootrip #000000158 - from Hainburg (Germany) to Djoliba (Mali),2016-11-02T18:00:00,41,0,40,Completed,Not full,Germany,Mali,2017-03-31T15:00:00, Rhein-Ruhr-Hub,Solarcontainer Mobile Solarkraftwerke
Dootrip #000000159 - from Hainburg (Germany) to Nafadji (Mali),2017-06-30T18:00:00,13,0,13,Completed,Full,Germany,Mali,2017-08-31T15:00:00, Rhein-Ruhr-Hub,Solarcontainer Mobile Solarkraftwerke
Dootrip #000000160 - from Mülheim an der Ruhr (Germany) to Zinguinchor (Senegal),2016-06-02T15:45:00,5,0,5,Completed,Full,Germany,Senegal,2016-06-04T15:45:00, Rhein-Ruhr-Hub,Hr. Malungu
Dootrip #000000161 - from Neuss (Germany) to Muramvya (Burundi),2016-08-17T16:15:00,4,0,4,Completed,Full,Germany,Burundi,2016-08-18T16:15:00, Rhein-Ruhr-Hub,K. Buyel
Dootrip #000000162 - from Neuss (Germany) to Muramvya (Burundi),2016-10-25T18:00:00,4,0,4,Completed,Full,Germany,Burundi,2016-10-26T15:00:00, Rhein-Ruhr-Hub,K. Buyel
Dootrip #000000163 - from Bonn (Germany) to Cap-Haïtien (Haiti),2016-06-22T14:30:00,15,0,15,Completed,Full,Germany,Haiti,2016-06-23T14:30:00, Rhein-Ruhr-Hub,M.-J. Franz
Dootrip #000000164 - from New York  (United States) to Ganzi  (China),2016-06-06T16:00:00,3,0,3,Completed,Full,United States,China,2016-06-07T12:00:00, Jampa,
Dootrip #000000165 - from rome (Italy) to bangkok (Thailand),2016-02-19T21:00:00,3,0,3,Completed,Full,Italy,Thailand,2016-02-22T21:00:00, serena,gabriele brocchi
Dootrip #000000166 - from bangkok (Thailand) to chiang mai (Thailand),2016-02-26T21:15:00,3,0,2,Completed,Not full,Thailand,Thailand,2016-02-27T21:15:00, serena,Siriporn Sriaram
Dootrip #000000167 - from chiang mai (Thailand) to mae hong son  (Thailand),2016-05-26T21:15:00,3,0,1,Completed,Not full,Thailand,Thailand,2016-05-27T21:15:00, serena,Siriporn Sriaram
Dootrip #000000168 - from rome (Italy) to mae hong son (Thailand),2016-04-29T21:30:00,2,0,2,Completed,Full,Italy,Thailand,2016-04-30T21:30:00, serena,
Dootrip #000000169 - from rome (Italy) to bangkok (Thailand),2016-06-04T21:30:00,1,0,1,Completed,Full,Italy,Thailand,2016-06-05T21:30:00, serena,Wattana Pawasenung
Dootrip #000000170 - from bangkok (Thailand) to mae hong son (Thailand),2016-05-26T21:45:00,3,0,3,Completed,Full,Thailand,Thailand,2016-05-27T21:45:00, serena,Siriporn Sriaram
Dootrip #000000171 - from rome (Italy) to bangkok (Thailand),2016-06-04T23:00:00,1,0,1,Completed,Full,Italy,Thailand,2016-06-05T23:00:00, serena,Wattana Pawasenung
Dootrip #000000172 - from Friedberg (Germany) to Siraha (Nepal),2016-07-18T18:00:00,5,0,5,Completed,Full,Germany,Nepal,2016-07-19T15:00:00, Rhein-Ruhr-Hub,Sh. Adhikari
Dootrip #000000173 - from Mülheim an der Ruhr (Germany) to Makambako (Tanzania),2016-08-23T16:45:00,2,0,2,Completed,Full,Germany,Tanzania,2016-08-24T16:45:00, Rhein-Ruhr-Hub,1 Person via Hr. Wiebringhaus
Dootrip #000000174 - from Mülheim an der Ruhr (Germany) to Makambako (Tanzania),2016-08-11T18:00:00,4,0,4,Completed,Full,Germany,Tanzania,2016-08-12T15:00:00, Rhein-Ruhr-Hub,2 Personen via Hr. Wiebringhaus
Dootrip #000000175 - from Ostrava (Czech Republic) to Yaounde (Cameroon),2016-07-01T08:00:00,1,0,0,Completed,Not full,Czech Republic,Cameroon,2016-07-01T23:45:00, philanthropes-yaounde,Dominik M. Ramík
Dootrip #000000176 - from Paris (France) to Yaounde (Cameroon),2016-07-08T09:00:00,4,0,0,Completed,Not full,France,Cameroon,2016-07-08T22:00:00, philanthropes-yaounde,"Debrice DONGMO and Louis DEGOIS, each available to take 2 laptops"
Dootrip #000000177 - from Grevenbroich (Germany) to Kathmandu (Nepal),2016-10-07T19:00:00,2,0,2,Completed,Full,Germany,Nepal,2016-11-13T19:00:00, Rhein-Ruhr-Hub Mecky,Cl. Schelhas + Reisegruppe
Dootrip #000000178 - from Barcelona (Spain) to Bafoussan (Cameroon),2016-07-24T08:00:00,2,0,0,Completed,Not full,Spain,Cameroon,2016-07-24T20:00:00, naroa,
Dootrip #000000179 - from Salzburg (Austria) to Cobara (Madagascar),2016-07-08T12:15:00,2,0,2,Completed,Full,Austria,Madagascar,2016-07-10T10:00:00, Frank Frank,
Dootrip #000000180 - from Salzburg (Austria) to Umunohu (Nigeria),2016-07-25T07:00:00,1,0,0,Completed,Not full,Austria,Nigeria,2016-07-26T10:00:00, Frank,"Mr Emeka, Gertrude Eigelsreiter will transport the Laptop. Laptop will be send by post to St Poelten"
Dootrip #000000181 - from Salzburg (Austria) to Phulkharka (Nepal),2016-10-01T10:30:00,5,0,0,Completed,Not full,Austria,Nepal,2016-10-05T11:30:00, Frank,Traveler Projekterantwortliche: Joti from Nepal and Mr Hiebl from Oberösterreich: thomas.gratz@liebherr.com hannesprommegger@aon.at ecotour@wlink.com.np
Dootrip #000000182 - from Salzburg (Austria) to Nairobi (Kenya),2016-06-27T07:00:00,21,0,0,Completed,Not full,Austria,Kenya,2016-06-28T12:45:00, Frank,Dootrip is done from Company Palfinger from Salzburg to Nairobi within Nairobi Probably Amref will support the transport to Edovillage.
Dootrip #000000183 - from Xanten (Germany) to Moshi (Tanzania),2016-07-10T15:45:00,3,0,3,Completed,Full,Germany,Tanzania,2016-07-11T15:45:00, Rhein-Ruhr-Hub,E. Hußmann
Dootrip #000000184 - from Barcelona (Spain) to Puerto Cabezas (Nicaragua),2016-08-09T10:30:00,10,0,7,Completed,Not full,Spain,Nicaragua,2016-08-10T17:30:00, Laura Echevarría Garuz,"Laura Echevarría Garuz, Associació Amics de Puerto Cabezas i Associació d'Universitaris per a la Cooperació (UPC)"
Dootrip #000000185 - from Weiterstadt (Germany) to Fessa (Ethiopia),2016-07-12T16:00:00,3,0,3,Completed,Full,Germany,Ethiopia,2016-07-13T16:00:00, Rhein-Ruhr-Hub,ADRA Deutschland e. V.
Dootrip #000000186 - from Herrsching (Germany) to Nairobi (Kenya),2016-07-20T19:15:00,10,0,10,Completed,Full,Germany,Kenya,2016-07-22T19:15:00, Rhein-Ruhr-Hub,Reisegruppe via R. Paulig
Dootrip #000000187 - from Oberhausen (Germany) to Tiflis (Georgia),2016-08-20T08:30:00,3,0,3,Completed,Full,Germany,Georgia,2016-08-21T08:30:00, Rhein-Ruhr-Hub,Delegation Friedensdorf Oberhausen
Dootrip #000000188 - from New York (United States) to Kampala (Uganda),2016-06-16T14:00:00,2,0,2,Completed,Full,United States,Uganda,2016-06-17T14:00:00,k8paik,
Dootrip #000000189 - from Houston (United States) to Kampala (Uganda),2016-12-04T11:15:00,10,0,0,Completed,Not full,United States,Uganda,2016-12-09T11:15:00, Kyusa,The laptops will be carried by the Executive Director of Kyusa- Noeline Kirabo
Dootrip #000000190 - from Hamburg (Germany) to Medellín (Colombia),2016-07-10T11:00:00,2,0,2,Completed,Full,Germany,Colombia,2016-07-10T20:15:00, Lubin Torres,Lubin Torres 
Dootrip #000000191 - from Mülheim an der Ruhr (Germany) to Lüchow (Germany),2016-07-22T11:00:00,15,0,15,Completed,Full,Germany,Germany,2016-07-22T18:00:00, Rhein-Ruhr-Hub,M. Koelewijn
Dootrip #000000192 - from Duisburg (Germany) to Dahuk (Iraq),2016-07-25T10:15:00,16,0,13,Completed,Not full,Germany,Iraq,2016-08-01T10:15:00, Rhein-Ruhr-Hub,Delegation SOS 1915 eV
Dootrip #000000193 - from Barcelona (Spain) to Camaguey (Cuba),2016-07-22T15:00:00,4,0,0,Completed,Not full,Spain,Cuba,2016-07-30T13:00:00, soraya.estevez,
Dootrip #000000194 - from Mannheim (Germany) to Moshi (Tanzania),2016-07-24T16:45:00,1,0,1,Completed,Full,Germany,Tanzania,2016-07-25T16:45:00, Rhein-Ruhr-Hub,S. Löbel (via Hr. Harrasser)
Dootrip #000000195 - from Regensburg (Germany) to Offinso (Ghana),2016-08-26T07:45:00,2,0,2,Completed,Full,Germany,Ghana,2016-08-28T07:45:00, Rhein-Ruhr-Hub,Fam. aus Regensburg
Dootrip #000000196 - from Niederkrüchten (Germany) to Offinso (Ghana),2016-11-13T11:00:00,20,0,19,Completed,Not full,Germany,Ghana,2016-11-14T15:00:00, Rhein-Ruhr-Hub,3 Freiwillige
Dootrip #000000197 - from Stuttgart (Germany) to Offinso (Ghana),2017-02-16T11:00:00,10,0,10,Completed,Full,Germany,Ghana,2017-02-17T15:00:00, Rhein-Ruhr-Hub,J. Cadiñanos
Dootrip #000000198 - from Oldenburg (Germany) to Kpalime (Togo),2016-07-30T11:00:00,4,0,4,Completed,Full,Germany,Togo,2016-09-30T15:00:00, Rhein-Ruhr-Hub tichy,K. von den Driesch
Dootrip #000000199 - from Eisingen (Germany) to Moshi (Tanzania),2016-08-04T19:30:00,1,0,1,Completed,Full,Germany,Tanzania,2016-08-07T19:30:00, Rhein-Ruhr-Hub,S. Kelhetter (via Hr. Harraßer)
Dootrip #000000200 - from Großkrotzenburg (Germany) to Moshi (Tanzania),2016-08-13T19:30:00,1,0,1,Completed,Full,Germany,Tanzania,2016-08-15T19:30:00, Rhein-Ruhr-Hub,M. Verspohl (via Hr. Harraßer)
Dootrip #000000201 - from Barcelona (Spain) to Sawla (Ghana),2016-07-29T08:45:00,2,0,0,Completed,Not full,Spain,Ghana,2016-07-31T08:45:00, ferranq,
Dootrip #000000202 - from Nürnberg (Germany) to Axum (Ethiopia),2016-12-14T13:30:00,30,0,15,Completed,Not full,Germany,Ethiopia,2016-12-15T13:30:00, Hawelti e.V.,
Dootrip #000000203 - from Vilafranca del Penedès (Spain) to Tibas (Costa Rica),2016-08-02T09:30:00,1,0,1,Completed,Full,Spain,Costa Rica,2016-08-23T14:30:00, regicarbo,
Dootrip #000000204 - from Neuss (Germany) to Sidi Flah (Morocco),2016-08-26T08:00:00,15,0,15,Completed,Full,Germany,Morocco,2016-12-31T08:00:00, Rhein-Ruhr-Hub,severals (Neuss -> Saarbrücken -> Avignon -> Morocco)
Dootrip #000000205 - from Mülheim an der Ruhr (Germany) to Preza (Albania),2016-08-31T13:15:00,1,0,1,Completed,Full,Germany,Albania,2016-08-31T13:15:00, Rhein-Ruhr-Hub,Gast von Hr. Helmich
Dootrip #000000206 - from Würzburg (Germany) to Mtwara (Tanzania),2016-10-10T13:00:00,8,0,8,Completed,Full,Germany,Tanzania,2016-10-11T13:00:00, Rhein-Ruhr-Hub,Generaloberin Schwester Monika Edinger
Dootrip #000000207 - from Barcelona (Spain) to Entebbe (Uganda),2016-12-15T10:30:00,5,0,0,Completed,Not full,Spain,Uganda,2016-12-16T10:30:00, Dencorp,"Dr. Gulebyo Muzamir Said & Kassim B. Sekabira [PhD, MSc, BSc (Educ)."
Dootrip #000000208 - from Oberhausen (Germany) to Lipova (Romania),2016-10-04T08:15:00,11,0,11,Completed,Full,Germany,Romania,2016-10-11T07:45:00, Rhein-Ruhr-Hub,AG des Elsa-Brändström-Gymnasiums Oberhausen
Dootrip #000000209 - from München (Germany) to Cape Town (South Africa),2016-08-18T06:30:00,2,0,2,Completed,Full,Germany,South Africa,2016-08-18T06:30:00, Rhein-Ruhr-Hub,4 persons (H. Nehring)
Dootrip #000000210 - from Langen (Germany) to Kumasi (Ghana),2016-09-08T09:00:00,2,0,2,Completed,Full,Germany,Ghana,2016-09-11T09:00:00, Rhein-Ruhr-Hub,Hr. Schuster UMAWA
Dootrip #000000211 - from Neuss Norf (Germany) to Kyengere (Uganda),2016-08-18T14:45:00,2,0,2,Completed,Full,Germany,Uganda,2016-08-18T14:45:00, Rhein-Ruhr-Hub,Pfarrer Henry Ssebwana
Dootrip #000000212 - from Reus (Spain) to Potrero (Costa Rica),2016-07-24T08:45:00,2,0,1,Completed,Not full,Spain,Costa Rica,2016-07-25T19:45:00, crisgomal,
Dootrip #000000213 - from Berlin (Germany) to Moshi (Tanzania),2016-08-23T13:00:00,1,0,1,Completed,Full,Germany,Tanzania,2016-09-29T13:00:00, tichy,Sandra Braschoß
Dootrip #000000214 - from Mülheim an der Ruhr (Germany) to Shostka  (Ukraine),2016-09-15T18:15:00,9,0,9,Completed,Full,Germany,Ukraine,2016-09-30T18:15:00, Rhein-Ruhr-Hub,to follow
Dootrip #000000215 - from Merzouga (Morocco) to Marrakech (Morocco),2016-08-22T09:45:00,10,0,0,Completed,Not full,Morocco,Morocco,2016-08-30T22:45:00, Moroccotrip,
Dootrip #000000216 - from Merzouga (Morocco) to Marrakech (Morocco),2016-08-22T09:45:00,10,0,0,Completed,Not full,Morocco,Morocco,2016-08-30T22:45:00, Moroccotrip,
Dootrip #000000217 - from Waldalgesheim (Germany) to Casablanca (Morocco),2016-08-28T15:00:00,4,0,4,Completed,Full,Germany,Morocco,2016-08-31T15:00:00, Rhein-Ruhr-Hub Tina Meier,B. Aldickes
Dootrip #000000219 - from Bottrop (Germany) to Bihac (Bosnia and Herzegovina),2016-11-30T08:15:00,20,0,19,Completed,Not full,Germany,Bosnia and Herzegovina,2016-12-11T08:15:00, Rhein-Ruhr-Hub,Lieferung durch Leben und Lernen in Bosnien e.V.
Dootrip #000000220 - from Gleichen (Germany) to Lusaka (Zambia),2016-09-18T10:15:00,5,0,5,Completed,Full,Germany,Zambia,2016-09-19T10:15:00, Rhein-Ruhr-Hub,J. Bartsch (via Hr. Juda)
Dootrip #000000222 - from Sweden to Nigeria,2016-09-24T06:15:00,8,0,2,Completed,Not full,Sweden,Nigeria,2016-09-25T06:15:00, Olutosin,
Dootrip #000000223 - from Berlin (Germany) to Kitale (Kenya),2016-09-19T11:00:00,2,0,3,Completed,Full,Germany,Kenya,2016-09-20T11:00:00, Rhein-Ruhr-Hub lisabell,Katrin (Leapfrog eV)
Dootrip #000000224 - from Essen (Germany) to Mpigi Town (Uganda),2016-09-12T06:00:00,3,0,3,Completed,Full,Germany,Uganda,2016-09-13T06:00:00, Rhein-Ruhr-Hub,Ira (via Hr. Mäntele)
Dootrip #000000225 - from Aachen (Germany) to Quillacollo (Bolivia),2016-10-25T08:15:00,2,0,2,Completed,Full,Germany,Bolivia,2016-10-26T15:00:00, Rhein-Ruhr-Hub,P. Augustin  (via S. Borghardt und IoG-Gruppe)
Dootrip #000000218 - from Berlin (Germany) to Kampala (Uganda),2016-09-11T18:00:00,2,0,2,Completed,Full,Germany,Uganda,2016-09-30T18:00:00, lisabell,
Dootrip #000000226 - from Sant Julian (Germany) to Puerto Barra (Paraguay),2016-10-05T14:45:00,5,0,5,Completed,Full,Germany,Paraguay,2016-10-06T14:45:00, Rhein-Ruhr-Hub,M Landoll (IoG Aachen)
Dootrip #000000227 - from Mülheim an der Ruhr (Germany) to Barcelona (Spain),2016-09-17T07:00:00,2,0,2,Completed,Full,Germany,Spain,2016-09-17T07:00:00, Rhein-Ruhr-Hub,visitors of the Labdoo conference at Barcelona
Dootrip #000000228 - from Gumbsweiler (Germany) to Puerto Barra (Paraguay),2017-01-19T08:00:00,3,0,3,Completed,Full,Germany,Paraguay,2017-01-20T08:00:00, Rhein-Ruhr-Hub,M. Schneider (via Hr. Landoll)
Dootrip #000000230 - from Auckland (New Zealand) to Barcelona (Spain),2016-09-19T14:00:00,1,0,1,Completed,Full,New Zealand,Spain,2016-09-20T14:00:00, janicew,Marise Cheung
Dootrip #000000231 - from Moers (Germany) to Shiamusinjiri (Kenya),2016-08-01T15:30:00,10,0,10,Completed,Full,Germany,Kenya,2016-08-02T11:30:00, woeko,
Dootrip #000000232 - from Wuppertal (Germany) to Nairobi (Kenya),2016-10-01T08:15:00,2,0,2,Completed,Full,Germany,Kenya,2016-10-02T08:15:00, Rhein-Ruhr-Hub mpito,via Hr. Kletzka (Mpito)
Dootrip #000000233 - from Arlignton (United States) to Kathmandu (Nepal),2016-10-25T00:15:00,10,0,1,Completed,Not full,United States,Nepal,2016-10-27T00:15:00, codefornepal,
Dootrip #000000234 - from Leipzig (Germany) to Cali (Colombia),2016-09-10T05:00:00,1,0,1,Completed,Full,Germany,Colombia,2016-09-20T20:15:00, ohli,
Dootrip #000000235 - from Essen (Germany) to Zhodino (Belarus),2016-11-06T10:45:00,28,0,28,Completed,Full,Germany,Belarus,2016-11-30T10:45:00, Rhein-Ruhr-Hub,Lkw Tschernobyl-Hilfe eV (Hr. Flör)
Dootrip #000000221 - from Madrid (Spain) to Punta Cana (Dominican Republic),2016-10-03T09:00:00,1,0,0,Completed,Not full,Spain,Dominican Republic,2016-10-04T14:00:00, Marta,
Dootrip #000000229 - from Erlenbach (Germany) to Kakamega (Kenya),2016-11-06T14:45:00,4,0,4,Completed,Full,Germany,Kenya,2016-11-07T14:45:00, Rhein-Ruhr-Hub,S. Wunderlich und Reisegruppe
Dootrip #000000236 - from Windeck (Germany) to Ponta do Sol (Cape Verde),2016-11-25T13:30:00,3,0,3,Completed,Full,Germany,Cape Verde,2016-12-31T13:30:00, Rhein-Ruhr-Hub,Hr. Juda
Dootrip #000000237 - from Windeck (Germany) to Lusaka (Zambia),2017-05-16T13:30:00,30,0,30,Completed,Full,Germany,Zambia,2017-05-17T13:30:00, Rhein-Ruhr-Hub,Hr. Juda und Reisegruppe
Dootrip #000000238 - from Hamburg (Germany) to Mpigi Town (Uganda),2016-10-17T14:45:00,2,0,2,Completed,Full,Germany,Uganda,2016-10-18T14:45:00, Rhein-Ruhr-Hub,S. Gütig
Dootrip #000000239 - from Mülheim an der Ruhr (Germany) to London (United Kingdom),2018-09-30T12:00:00,14,0,14,Completed,Full,Germany,United Kingdom,2018-10-31T12:00:00, Rhein-Ruhr-Hub Alinery Lianhlawng,UPS Charity via Hr. Deffert
